,BillNumber,BillTitle,BusinessAuthor,BusinessNumber,BusinessShortNumber,BusinessTitle,ID,IdLegislativePeriod,IdSession,Language,MeaningNo,MeaningYes,RegistrationNumber,SessionName,Subject,VoteEnd
1858,1,Arrêté fédéral concernant la compensation des émissions de CO2 des centrales à cycles combinés alimentées au gaz,,20080046,08.046,Compensation des émissions de CO2 des centrales à cycles combinés alimentées au gaz. Prorogation de l'arrêté fédéral,5082,48,4805,FR,,,1342,Session d'automne 2016,Vote final,2008-10-03T10:51:54.643
1859,1,Arrêté fédéral portant approbation de la Convention de l'ONU sur le droit de la mer et de l'Accord relatif à l'application de la partie XI de la Convention sur le droit de la mer,,20080039,08.039,Convention des Nations Unies sur le droit de la mer,5137,48,4806,FR,,,1397,Session d'hiver 2012,Vote sur l'ensemble,2008-12-02T09:57:09.787
1860,1,Arrêté fédéral relatif à l'octroi d'un prêt à la FIPOI destiné à financer la construction par le CICR d'une halle logistique à Genève,,20080063,08.063,FIPOI. Aides financières au CICR,5139,48,4806,FR,,,1399,Session d'hiver 2012,Art. 1 (frein aux dépenses),2008-12-02T10:15:01.867
1861,1,Arrêté fédéral relatif à l'octroi d'un prêt à la FIPOI destiné à financer la construction par le CICR d'une halle logistique à Genève,,20080063,08.063,FIPOI. Aides financières au CICR,5140,48,4806,FR,,,1400,Session d'hiver 2012,Vote sur l'ensemble,2008-12-02T10:16:05.51
1862,1,Code de procédure civile (CPC),,20060062,06.062,Code de procédure civile suisse,5141,48,4806,FR,Proposition de la minorité Schwander,Proposition de la majorité,1401,Session d'hiver 2012,"Art. 195, al. 2 et 246, let. b, chiff. 0",2008-12-02T10:51:26.99
1863,1,Loi fédérale sur la réhabilitation des volontaires de la guerre civile espagnole,Rechsteiner Paul,20060461,06.461,Réhabilitation des Suisses engagés volontaires durant la guerre civile espagnole,5153,48,4806,FR,,,1413,Session d'hiver 2012,Vote sur l'ensemble,2008-12-02T12:35:50.413
1864,,,,20080041,08.041,Budget 2009,5176,48,4806,FR,"Proposition de la minorité Kiener Nellen et de la commission de la science, de l'éducation et de la culture",Proposition de la majorité,1436,Session d'hiver 2012,"504 Office fédéral du sport
A6210.0124 Indemnités pour les activités J+S",2008-12-04T10:52:24.27
1865,1,Arrêté fédéral relatif à un crédit pour la recapitalisation de l'UBS SA,,20080077,08.077,Ensemble de mesures destinées à renforcer le système financier suisse,5201,48,4806,FR,,,1461,Session d'hiver 2012,Motion d'ordre Leutenegger Oberholzer (traiter la proposition individuelle Leutenegger Oberholzer aujourd'hui),2008-12-08T14:09:00.29
1866,,,,20080077,08.077,Ensemble de mesures destinées à renforcer le système financier suisse,5205,48,4806,FR,Proposition de la minorité Schelbert (renvoi du projet au Conseil fédéral),Proposition de la majorité,1465,Session d'hiver 2012,Proposition de renvoi,2008-12-08T15:38:03.847
1867,1,"Loi fédérale sur les banques et les caisses d'épargne (Loi sur les banques, LB) (Renforcement de la protection des déposants)",,20080076,08.076,Loi sur les banques. Modification,5207,48,4806,FR,,,1467,Session d'hiver 2012,Motion d'ordre Nordmann (traiter la proposition individuelle Nordmann aujourd'hui),2008-12-08T14:10:15.217
1868,1,Arrêté fédéral relatif à un crédit pour la recapitalisation de l'UBS SA,,20080077,08.077,Ensemble de mesures destinées à renforcer le système financier suisse,5209,48,4806,FR,Proposition de la minorité Hofmann,Proposition de la majorité,1469,Session d'hiver 2012,"Art. 2, al. 1",2008-12-08T16:21:24.89
1869,1,Arrêté fédéral relatif à un crédit pour la recapitalisation de l'UBS SA,,20080077,08.077,Ensemble de mesures destinées à renforcer le système financier suisse,5212,48,4806,FR,Proposition de la minorité Carobbio,Proposition de la majorité,1472,Session d'hiver 2012,"Art. 2 (nouveau), al. 1, let. a",2008-12-08T16:24:43.32
1870,1,Arrêté fédéral relatif à un crédit pour la recapitalisation de l'UBS SA,,20080077,08.077,Ensemble de mesures destinées à renforcer le système financier suisse,5213,48,4806,FR,Proposition de la minorité Marti Werner,Proposition de la majorité,1473,Session d'hiver 2012,"Art. 2a (nouveau), al. 1, let. b",2008-12-08T16:25:51.247
1871,1,Arrêté fédéral relatif à un crédit pour la recapitalisation de l'UBS SA,,20080077,08.077,Ensemble de mesures destinées à renforcer le système financier suisse,5223,48,4806,FR,,,1483,Session d'hiver 2012,Vote sur l'ensemble,2008-12-08T18:18:03.12
1872,1,Arrêté fédéral relatif à un crédit pour la recapitalisation de l'UBS SA,,20080077,08.077,Ensemble de mesures destinées à renforcer le système financier suisse,5224,48,4806,FR,,,1484,Session d'hiver 2012,Art. 3 (frein aux dépenses),2008-12-08T18:07:57.02
1873,1,Arrêté fédéral concernant le second supplément au budget 2008,,20080042,08.042,Budget 2008. Supplément II,5225,48,4806,FR,,,1485,Session d'hiver 2012,Art. 3 (frein aux dépenses),2008-12-08T18:36:18.637
1874,1,Arrêté fédéral concernant le second supplément au budget 2008,,20080042,08.042,Budget 2008. Supplément II,5226,48,4806,FR,,,1486,Session d'hiver 2012,Vote sur l'ensemble,2008-12-08T18:37:24.11
1875,1,"Loi fédérale sur les banques et les caisses d'épargne (Loi sur les banques, LB) (Renforcement de la protection des déposants)",,20080076,08.076,Loi sur les banques. Modification,5232,48,4806,FR,,,1492,Session d'hiver 2012,Vote sur l'ensemble,2008-12-08T19:21:41.62
1876,2,Règlement du Conseil national (RCN) (Rapport de gestion du Conseil fédéral),CdG-CN,20070463,07.463,Présence des conseillers fédéraux lors de l'examen du rapport de gestion au Conseil national,5266,48,4806,FR,,,1526,Session d'hiver 2012,Vote sur l'ensemble,2008-12-09T08:08:36.297
1877,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5268,48,4806,FR,Proposition de la minorité I,Proposition de la majorité,1528,Session d'hiver 2012,"Art. 41, al. 3",2008-12-09T08:52:22.15
1878,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5269,48,4806,FR,Proposition de la minorité (Lang),Proposition de la majorité,1529,Session d'hiver 2012,"Art. 47, al. 4",2008-12-09T09:12:27.14
1879,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5270,48,4806,FR,Proposition de la minorité I (Müller Geri),Proposition de la majorité,1530,Session d'hiver 2012,"Art. 66 b, al. 4, première phrase",2008-12-09T09:44:26.033
1880,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5271,48,4806,FR,Proposition de la minorité II (Büchler),Proposition de la majorité,1531,Session d'hiver 2012,"Art. 66b, al. 4, deuxième phrase",2008-12-09T09:45:43.35
1881,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5272,48,4806,FR,Proposition de la minorité (Engelberger),Proposition de la majorité,1532,Session d'hiver 2012,"Art. 66b, al. 5",2008-12-09T09:46:50.76
1882,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5273,48,4806,FR,Proposition de la minorité (Voruz),Proposition de la majorité,1533,Session d'hiver 2012,"Art. 67, al. 2",2008-12-09T10:07:06.393
1883,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5274,48,4806,FR,Proposition de la minorité (Büchler),Proposition de la majorité,1534,Session d'hiver 2012,"Art. 70, al. 2",2008-12-09T10:20:39.47
1884,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5275,48,4806,FR,Proposition de la minorité  (Engelberger),Proposition de la majorité,1535,Session d'hiver 2012,"Art. 70, al. 3",2008-12-09T10:21:52.75
1885,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5276,48,4806,FR,Proposition de la minorité (Lang),Proposition de la majorité,1536,Session d'hiver 2012,"Loi sur le personnel de la Confédération, art. 24, al. 3",2008-12-09T10:38:53.14
1886,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5277,48,4806,FR,Proposition du Conseil fédéral,Proposition de la majorité,1537,Session d'hiver 2012,"Art. 66b, al. 4, première phrase",2008-12-09T09:43:20.983
1887,1,Loi fédérale sur l'armée et l'administration militaire (LAAM),,20080027,08.027,Loi sur l'armée et l'administration militaire et loi sur les systèmes d'information de l'armée. Modification de la législation militaire,5281,48,4806,FR,Proposition du Conseil fédéral (selon Conseil des Etats),Proposition de la commission,1541,Session d'hiver 2012,"Art. 70, al. 4",2008-12-09T10:23:01.627
1888,1,Arrêté fédéral I concernant le budget pour l'an 2009,,20080041,08.041,Budget 2009,5293,48,4806,FR,,,1553,Session d'hiver 2012,Art. 8 (frein aux dépenses),2008-12-11T08:52:26.67
1889,1,Arrêté fédéral I concernant le budget pour l'an 2009,,20080041,08.041,Budget 2009,5308,48,4806,FR,,,1568,Session d'hiver 2012,Vote sur l'ensemble,2008-12-11T08:53:45.223
1890,2,Arrêté fédéral II concernant les prélèvements sur le fonds pour les grands projets ferroviaires pour l'année 2009,,20080041,08.041,Budget 2009,5310,48,4806,FR,,,1570,Session d'hiver 2012,Vote sur l'ensemble,2008-12-11T08:55:22.43
1891,3,Arrêté fédéral III concernant les prélèvements sur le fonds d'infrastructure en 2009,,20080041,08.041,Budget 2009,5311,48,4806,FR,,,1571,Session d'hiver 2012,Vote sur l'ensemble,2008-12-11T08:56:56.343
1892,4,Arrêté fédéral IV concernant le budget du domaine des écoles polytechniques fédérales (domaine des EPF) pour l'année 2009,,20080041,08.041,Budget 2009,5312,48,4806,FR,,,1572,Session d'hiver 2012,Vote sur l'ensemble,2008-12-11T08:58:16.19
1893,5,Arrêté fédéral V concernant le budget de la Régie fédérale des alcools pour l'année 2009,,20080041,08.041,Budget 2009,5313,48,4806,FR,,,1573,Session d'hiver 2012,Vote sur l'ensemble,2008-12-11T08:59:34.82
1894,1,Arrêté fédéral portant approbation de la Convention des Nations Unies contre la corruption,,20070078,07.078,Convention des Nations Unies contre la corruption,5327,48,4806,FR,,,1587,Session d'hiver 2012,Vote sur l'ensemble,2008-12-11T08:33:01.073
1895,1,Arrêté fédéral relatif à un crédit pour la recapitalisation de l'UBS SA,,20080077,08.077,Ensemble de mesures destinées à renforcer le système financier suisse,5329,48,4806,FR,Proposition de la minorité Marti Werner,Proposition de la majorité,1589,Session d'hiver 2012,Art. 2a,2008-12-11T10:25:11.693
1896,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5340,48,4806,FR,Proposition de la minorité II (Germanier),Proposition de la majorité,1600,Session d'hiver 2012,"Art. 10, al. 1 et 2",2008-12-17T11:20:46.93
1897,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5341,48,4806,FR,Proposition de la minorité I (Föhn),Proposition de la majorité,1601,Session d'hiver 2012,"Art. 10, al. 1 et 2",2008-12-17T11:21:48.513
1898,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5342,48,4806,FR,Proposition de la minorité III (Teuscher),Proposition de la majorité,1602,Session d'hiver 2012,"Art. 10, al. 3",2008-12-17T11:22:46.687
1899,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5343,48,4806,FR,,,1603,Session d'hiver 2012,Art. 11 (frein aux dépenses),2008-12-17T11:24:06.02
1900,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5344,48,4806,FR,Proposition de la minorité Föhn,Proposition de la majorité,1604,Session d'hiver 2012,Art. 12,2008-12-17T11:38:55.43
1901,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5345,48,4806,FR,Proposition de la minorité Binder,Proposition de la majorité,1605,Session d'hiver 2012,Art. 13,2008-12-17T11:44:34.92
1902,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5346,48,4806,FR,Proposition de la minorité von Rotz,Proposition de la majorité,1606,Session d'hiver 2012,"Art. 14, al. 1, let. d",2008-12-17T11:53:30.17
1903,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5347,48,4806,FR,Proposition de la minorité von Rotz,Proposition de la majorité,1607,Session d'hiver 2012,"Art. 14, al. 1, let. e",2008-12-17T11:54:24.53
1904,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5348,48,4806,FR,,,1608,Session d'hiver 2012,Vote sur l'ensemble,2008-12-17T11:56:20.133
1905,1,Loi fédérale sur le développement de l'infrastructure ferroviaire (LDIF),,20070082,07.082,Vue d'ensemble du FTP (ZEB),5349,48,4806,FR,Proposition de la minorité Föhn (biffer),Proposition de la majorité,1609,Session d'hiver 2012,"Projet 1a Arrêté fédéral allouant un plafond de dépenses pour promouvoir l’ensemble du trafic marchandises par rail (vote vaut également pour AF 2, art. 3, al. 3)",2008-12-17T12:11:13.683
1906,1,"Loi fédérale sur les brevets d'invention (Loi sur les brevets, LBI)",,20080010,08.010,Loi sur les brevets. Choix du régime de l'épuisement en droit des brevets,5354,48,4806,FR,Proposition Huber,Proposition de la majorité,1614,Session d'hiver 2012,Art. 9a,2008-12-15T19:17:59.72
1907,1,"Loi fédérale sur les brevets d'invention (Loi sur les brevets, LBI)",,20080010,08.010,Loi sur les brevets. Choix du régime de l'épuisement en droit des brevets,5355,48,4806,FR,Proposition Noser,Proposition de la majorité,1615,Session d'hiver 2012,"Art. 9a, al. 5",2008-12-15T19:18:57.723
1908,1,"Loi fédérale sur les brevets d'invention (Loi sur les brevets, LBI)",,20080010,08.010,Loi sur les brevets. Choix du régime de l'épuisement en droit des brevets,5356,48,4806,FR,Proposition de la minorité Müller Philipp,Proposition de la majorité,1616,Session d'hiver 2012,Art. 9a,2008-12-15T19:17:05.36
1909,1,Arrêté fédéral relatif à l'approbation d'un protocole modifiant la convention de double imposition avec le Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,,20080059,08.059,Double imposition. Convention avec la Grande-Bretagne et l'Irlande du Nord,5362,48,4806,FR,,,1622,Session d'hiver 2012,Vote sur l'ensemble,2008-12-16T08:05:45.367
1910,1,Arrêté fédéral concernant les projets de construction et l'acquisition de terrains et d'immeubles du secteur civil (Message 2008 sur les constructions civiles),,20080049,08.049,Message 2008 sur les constructions civiles,5363,48,4806,FR,,,1623,Session d'hiver 2012,"Art. 1 , vote selon la règle sur le frein aux dépenses",2008-12-16T08:57:48.61
1911,1,Arrêté fédéral concernant les projets de construction et l'acquisition de terrains et d'immeubles du secteur civil (Message 2008 sur les constructions civiles),,20080049,08.049,Message 2008 sur les constructions civiles,5364,48,4806,FR,,,1624,Session d'hiver 2012,Vote sur l'ensemble,2008-12-16T08:58:57.33
1912,1,"Loi fédérale sur les banques et les caisses d'épargne (Loi sur les banques, LB) (Renforcement de la protection des déposants)",,20080076,08.076,Loi sur les banques. Modification,5367,48,4806,FR,,,1627,Session d'hiver 2012,Vote sur la clause d'urgence,2008-12-16T11:01:51.443
1913,1,Arrêté fédéral I concernant le budget pour l'an 2009,,20080041,08.041,Budget 2009,5369,48,4806,FR,Proposition de la minorité Kiener Nellen,Proposition de la majorité,1629,Session d'hiver 2012,A6210.0120 Fédération de gym. et de sport et autres organisations,2008-12-16T10:31:46.463
1914,1,Arrêté fédéral sur l'acquisition de matériel d'armement (Programme d'armement 2008),,20080024,08.024,Programme d'armement 2008,5370,48,4806,FR,Proposition de la minorité Müller Geri (ne pas entrer en maitère),Proposition de la majorité (entrer en matière),1630,Session d'hiver 2012,Entrer en matière,2008-12-16T11:50:50.033
1915,1,Arrêté fédéral sur l'acquisition de matériel d'armement (Programme d'armement 2008),,20080024,08.024,Programme d'armement 2008,5371,48,4806,FR,,,1631,Session d'hiver 2012,"Art. 1 , vote selon la règle sur le frein aux dépenses",2008-12-16T12:34:51.907
1916,1,Arrêté fédéral sur l'acquisition de matériel d'armement (Programme d'armement 2008),,20080024,08.024,Programme d'armement 2008,5372,48,4806,FR,Rejet de la proposition de la minorité,Proposition de la minorité I (Lachenmeier),1632,Session d'hiver 2012,"Art. 1, al. 2",2008-12-16T12:33:02.1
1917,1,Arrêté fédéral sur l'acquisition de matériel d'armement (Programme d'armement 2008),,20080024,08.024,Programme d'armement 2008,5373,48,4806,FR,Rejet de la proposition de la minorité,Proposition de la minorité II (Widmer),1633,Session d'hiver 2012,"Art. 1, al. 2",2008-12-16T12:33:58.62
1918,1,Arrêté fédéral sur l'acquisition de matériel d'armement (Programme d'armement 2008),,20080024,08.024,Programme d'armement 2008,5374,48,4806,FR,,,1634,Session d'hiver 2012,Vote sur l'ensemble,2008-12-16T12:36:26.207
1919,,,Büchler Jakob,20070429,07.429,Assainissement des buttes de tir. Prolongation du délai jusqu'en 2012,5381,48,4806,FR,,,1641,Session d'hiver 2012,Vote sur l'ensemble,2008-12-17T09:44:56.053
1920,1,Loi fédérale concernant les prestations de la Confédération pour la réparation des dégâts dus aux intempéries de 2005 dans le canton d'Obwald,,20080037,08.037,Dégâts causés par les intempéries 2005 dans le canton d'Obwald. Prestations de la Confédération,5383,48,4806,FR,,,1643,Session d'hiver 2012,Vote sur l'ensemble,2008-12-17T10:18:15.67
1921,2,Arrêté fédéral concernant les prestations de la Confédération pour la réparation des dégâts dus aux intempéries de 2005 dans le canton d'Obwald,,20080037,08.037,Dégâts causés par les intempéries 2005 dans le canton d'Obwald. Prestations de la Confédération,5384,48,4806,FR,,,1644,Session d'hiver 2012,Vote sur l'ensemble,2008-12-17T10:20:52.96
1922,2,Arrêté fédéral concernant le crédit d'ensemble pour le développement de l'infrastructure ferroviaire,,20070082,07.082,Vue d'ensemble du FTP (ZEB),5385,48,4806,FR,Proposition de la minorité I (von Rotz),Proposition de la majorité,1645,Session d'hiver 2012,Art. 1,2008-12-17T12:41:02.037
1923,2,Arrêté fédéral concernant le crédit d'ensemble pour le développement de l'infrastructure ferroviaire,,20070082,07.082,Vue d'ensemble du FTP (ZEB),5386,48,4806,FR,Proposition de la minorité II (von Rotz),Proposition de la majorité,1646,Session d'hiver 2012,Art. 1,2008-12-17T12:42:06.21
1924,2,Arrêté fédéral concernant le crédit d'ensemble pour le développement de l'infrastructure ferroviaire,,20070082,07.082,Vue d'ensemble du FTP (ZEB),5390,48,4806,FR,,,1650,Session d'hiver 2012,Vote sur l'ensemble,2008-12-17T12:44:28.877
1925,5,Ordonnance de l'Assemblée fédérale portant règlement du fonds pour les grands projets ferroviares,,20070082,07.082,Vue d'ensemble du FTP (ZEB),5394,48,4806,FR,,,1654,Session d'hiver 2012,Vote sur l'ensemble,2008-12-17T12:56:59.797
1926,6,Arrête fédéral sur le crédit d'engagement pour la planification du développement ultérieur de l'infrastructure ferroviaire,,20070082,07.082,Vue d'ensemble du FTP (ZEB),5395,48,4806,FR,,,1655,Session d'hiver 2012,Art. 1 (frein aux dépenses),2008-12-17T12:58:26.957
1927,6,Arrête fédéral sur le crédit d'engagement pour la planification du développement ultérieur de l'infrastructure ferroviaire,,20070082,07.082,Vue d'ensemble du FTP (ZEB),5396,48,4806,FR,,,1656,Session d'hiver 2012,Vote sur l'ensemble,2008-12-17T12:59:29.553
1928,5,Ordonnance de l'Assemblée fédérale portant règlement du fonds pour les grands projets ferroviares,,20070082,07.082,Vue d'ensemble du FTP (ZEB),5397,48,4806,FR,Proposition von Rotz,Proposition de la commission,1657,Session d'hiver 2012,"Art. 6,  al. 3 et 4",2008-12-17T12:55:47.43
1929,2,Arrêté fédéral concernant le crédit d'ensemble pour le développement de l'infrastructure ferroviaire,,20070082,07.082,Vue d'ensemble du FTP (ZEB),5400,48,4806,FR,,,1660,Session d'hiver 2012,Art. 1 (frein aux dépenses),2008-12-17T12:43:10.34
1930,,,Kunz,20083623,08.3623,Loi sur l'agriculture. Déclaration de force obligatoire générale pour des mesures de gestion des quantités relevant du droit privé,5401,48,4806,FR,Rejeter la motion,Approuver la motion,1661,Session d'hiver 2012,,2008-12-17T16:17:36.63
1931,1,Loi sur les conseils en brevets,,20070098,07.098,Loi sur les conseils en brevets,5411,48,4806,FR,,,1671,Session d'hiver 2012,Vote sur l'ensemble,2008-12-18T08:40:17.58
1932,2,"Ordonnance de l'Assemblée fédérale sur les juges du Tribunal fédéral des brevets (Ordonnance sur les juges du Tribunal fédéral des brevets)
(Projet de la Commission des affaires juridiques du Conseil des Etats)",,20070099,07.099,Tribunal fédéral des brevets. Loi,5417,48,4806,FR,,,1677,Session d'hiver 2012,Vote sur l'ensemble,2008-12-18T09:16:16.923
1933,1,Loi sur le Tribunal fédéral des brevets (LTFB),,20070099,07.099,Tribunal fédéral des brevets. Loi,5419,48,4806,FR,,,1679,Session d'hiver 2012,Vote sur l'ensemble,2008-12-18T09:14:57.297
1934,1,"Arrêté fédéral portant approbation et mise en oeuvre du Protocole facultatif se rapportant à la Convention contre la torture et autres peines ou traitements cruels, inhumains ou dégradants",,20060105,06.105,Nations Unies. Protocole facultatif contre la torture,5424,48,4806,FR,,,1684,Session d'hiver 2012,Vote sur l'ensemble,2008-12-18T10:08:31.293
1935,1,Loi fédérale sur la création de bases légales pour l'aide financière allouée aux ressortissants suisses à l'étranger,,20080035,08.035,Ressortissants suisses à l'étranger. Création de bases légales,5427,48,4806,FR,,,1687,Session d'hiver 2012,Vote sur l'ensemble,2008-12-18T10:48:36.947
1936,,,Verband Schweizer Volksmusik,20082023,08.2023,Musique populaire pour tous,5431,48,4806,FR,Proposition de la minorité Schenk Simon (donner suite et renvoyer à la commission en la chargeant d'élaborer une intervention),Proposition de la majorité (prendre acte de la pétition sans y donner suite),1691,Session d'hiver 2012,,2008-12-19T08:22:23.99
1937,1,Code de procédure civile (CPC),,20060062,06.062,Code de procédure civile suisse,5432,48,4806,FR,,,1692,Session d'hiver 2012,Vote final,2008-12-19T08:38:37.28
1938,1,"Code civil suisse (Protection de l'adulte, droit des personnes et droit de la filiation)",,20060063,06.063,"CC. Protection de l'adulte, droit des personnes et droit de la filiation",5433,48,4806,FR,,,1693,Session d'hiver 2012,Vote final,2008-12-19T08:39:45.673
1939,1,"Loi fédérale sur la prévoyance professionnelle vieillesse, survivants et invalidité (LPP) (Taux de conversion minimal)",,20060092,06.092,Prévoyance professionnelle. Taux de conversion,5434,48,4806,FR,,,1694,Session d'hiver 2012,Vote final,2008-12-19T08:45:24.613
1940,1,Arrêté fédéral portant suppression de l'initiative populaire générale,CIP-CN,20060458,06.458,Renoncer à l'introduction de l'initiative populaire générale,5435,48,4806,FR,,,1695,Session d'hiver 2012,Vote final,2008-12-19T08:46:50.43
1941,1,"Loi fédérale sur le contrat d'assurance (Loi sur le contrat d'assurance, LCA)",Hegetschweiler,20060468,06.468,Couverture d'assurance. Lacune en cas de décès du propriétaire,5436,48,4806,FR,,,1696,Session d'hiver 2012,Vote final,2008-12-19T08:48:04.343
1942,1,"Loi fédérale sur le transfert de la route au rail du transport lourd de marchandises à travers les Alpes (Loi sur le transfert du transport de marchandises, LTTM)",,20070047,07.047,Projet de législation concernant le trafic marchandises,5437,48,4806,FR,,,1697,Session d'hiver 2012,Vote final,2008-12-19T08:49:17.66
1943,3,Loi fédérale sur les modifications du droit des transports,,20070047,07.047,Projet de législation concernant le trafic marchandises,5438,48,4806,FR,,,1698,Session d'hiver 2012,Vote final,2008-12-19T08:50:13.473
1944,4,"Loi fédérale sur le transport de marchandises par des entreprises de chemin de fer, de transport à câbles ou de navigation (Loi sur le transport des marchandises, LTM)",,20070047,07.047,Projet de législation concernant le trafic marchandises,5439,48,4806,FR,,,1699,Session d'hiver 2012,Vote final,2008-12-19T08:51:16.637
1945,1,Loi fédérale sur l'imposition du tabac (LTab),,20070053,07.053,Loi sur l'imposition du tabac. Modification,5440,48,4806,FR,,,1700,Session d'hiver 2012,Vote final,2008-12-19T08:55:53.887
1946,1,"Arrêté fédéral portant approbation de l'Accord entre la Suisse et la France relatif à la coopération transfrontalière en matière judiciaire, policière et douanière",,20070096,07.096,"Coopération transfrontalière en matière judiciaire, policière et douanière. Accord avec la République française",5441,48,4806,FR,,,1701,Session d'hiver 2012,Vote final,2008-12-19T08:57:25.75
1947,1,"Loi fédérale sur les brevets d'invention (Loi sur les brevets, LBI)",,20080010,08.010,Loi sur les brevets. Choix du régime de l'épuisement en droit des brevets,5443,48,4806,FR,,,1703,Session d'hiver 2012,Vote final,2008-12-19T09:14:47.497
1948,1,Loi fédérale concernant les prestations de la Confédération pour la réparation des dégâts dus aux intempéries de 2005 dans le canton d'Obwald,,20080037,08.037,Dégâts causés par les intempéries 2005 dans le canton d'Obwald. Prestations de la Confédération,5444,48,4806,FR,,,1704,Session d'hiver 2012,Vote final,2008-12-19T09:16:10.253
1949,1,Arrêté fédéral portant approbation de la Convention de l'ONU sur le droit de la mer et de l'Accord relatif à l'application de la partie XI de la Convention sur le droit de la mer,,20080039,08.039,Convention des Nations Unies sur le droit de la mer,5445,48,4806,FR,,,1705,Session d'hiver 2012,Vote final,2008-12-19T09:17:31.68
1950,1,"Loi fédérale sur les banques et les caisses d'épargne (Loi sur les banques, LB) (Renforcement de la protection des déposants)",,20080076,08.076,Loi sur les banques. Modification,5446,48,4806,FR,,,1706,Session d'hiver 2012,Vote final,2008-12-19T09:18:35.637
1951,2,Règlement du Conseil national (RCN) (Rapport de gestion du Conseil fédéral),CdG-CN,20070463,07.463,Présence des conseillers fédéraux lors de l'examen du rapport de gestion au Conseil national,5452,48,4806,FR,,,1712,Session d'hiver 2012,Vote final,2008-12-19T08:58:49.3
1952,1,"Loi fédérale sur l'encouragement de la culture (Loi sur l'encouragement de la culture, LEC)",,20070043,07.043,Loi sur l'encouragement de la culture,5458,48,4807,FR,Proposition de la minorité Pfister Theophil,Proposition de la majorité,1718,Session de printemps 2013,Art. 13,2009-03-02T15:25:33.01
1953,1,"Loi fédérale sur l'encouragement de la culture (Loi sur l'encouragement de la culture, LEC)",,20070043,07.043,Loi sur l'encouragement de la culture,5459,48,4807,FR,Rejeter la proposition Schenker Silvia,Approuver la proposition Schenker Silvia,1719,Session de printemps 2013,"Art. 27h, al. 3bis",2009-03-02T18:06:34.747
1954,1,"Loi fédérale sur l'encouragement de la culture (Loi sur l'encouragement de la culture, LEC)",,20070043,07.043,Loi sur l'encouragement de la culture,5460,48,4807,FR,Proposition de la minorité Hochreutener,Proposition de la majorité,1720,Session de printemps 2013,"Art. 27d, al. 5, let. a",2009-03-02T17:55:49.34
