,CantonAbbreviation,CantonId,CantonName,CouncilId,CouncilName,DisplaySpeaker,End,Function,ID,IdSession,IdSubject,Language,LanguageOfText,MeetingCouncilAbbreviation,MeetingDate,MeetingVerbalixOid,Modified,ParlGroupAbbreviation,ParlGroupName,PersonNumber,SortOrder,SpeakerFirstName,SpeakerFullName,SpeakerLastName,Start,Text,Type,VoteId
213,GE,25,Genève,99,Conseil fédéral,true,2000-06-07T11:54:53.69,,5487,4603,1051,FR,FR,S,20000607,704,2015-11-09T11:48:42.597,,,430,20,Ruth,Dreifuss Ruth,Dreifuss,2000-06-07T11:54:35.393,"<pd_text><p>La commission a mis le doigt sur une formulation qui était digne d'être améliorée et nous nous rallions tout à fait à cette proposition.</p>
</pd_text>",1,
214,AI,16,Appenzell Rh.-Int.,2,Conseil des Etats,false,2000-06-07T11:56:55.87,,5488,4603,1051,FR,,S,20000607,704,2015-11-09T11:48:42.6,C,Groupe démocrate-chrétien,195,21,Carlo,Schmid-Sutter Carlo,Schmid-Sutter,2000-06-07T11:54:53.69,"<pd_text><p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
<p><b>Art. 17-19</b></p>
<p><i>Antrag der Kommission</i></p>
<p>Zustimmung zum Entwurf des Bundesrates</p>
<p><i>Proposition de la commission</i></p>
<p>Adhérer au projet du Conseil fédéral</p>
<p>[VS]</p>
<p><b>Beerli</b> Christine (R, BE), für die Kommission: Gemäss Artikel 19 Litera c kann der Bundesrat für gewisse Stoffe und Zubereitungen den Umgang verbieten, wenn das Leben und die Gesundheit nicht auf andere Weise geschützt werden können. Dies bedeutet implizit, dass der Bundesrat auch das Recht hat, bei solchen das Leben und die Gesundheit gefährdenden Produkten den Export zu verbieten. Bei [PAGE 302] anderen Stoffen und Zubereitungen, welche das Leben und die Gesundheit lediglich gefährden können, kann der Bundesrat die Ausfuhr gemäss Litera d an besondere Voraussetzungen knüpfen.</p>
<p>[VS]</p>
<p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
<p><b>Präsident</b> (Schmid Carlo, Präsident): Artikel 20 ist bereits bereinigt; er ist gestrichen.</p>
<p>[VS]</p>
<p><b>Art. 21, 22</b></p>
<p><i>Antrag der Kommission</i></p>
<p>Zustimmung zum Entwurf des Bundesrates</p>
<p><i>Proposition de la commission</i></p>
<p>Adhérer au projet du Conseil fédéral</p>
<p>[VS]</p>
<p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
<p><b>Art. 23</b></p>
<p><i>Antrag der Kommission</i></p>
<p><i>Abs. 1</i></p>
<p>.... abgibt, ist verpflichtet, sie von nicht gewerblichen Verwenderinnen und Verwendern zur fachgerechten Entsorgung ....</p>
<p><i>Abs. 2</i></p>
<p>Zustimmung zum Entwurf des Bundesrates</p>
<p>[VS]</p>
<p><b>Art. 23</b></p>
<p><i>Proposition de la commission</i></p>
<p><i>Al. 1</i></p>
<p>.... est tenu de reprendre des utilisateurs non professionnels les substances et les préparations dangereuses destinées à être éliminées correctement. Les petites quantités ....</p>
<p><i>Al. 2</i></p>
<p>Adhérer au projet du Conseil fédéral</p>
<p>[VS]</p>
<p><b>Beerli</b> Christine (R, BE), für die Kommission: Bereits in der geltenden Giftgesetzgebung ist eine Rücknahmepflicht für giftige Publikumsprodukte, die in Kleinmengen abgegeben werden, verankert. Kleinmengen - darunter werden Mengen von etwa 100 Gramm bis 2 Kilo verstanden - müssen vom Abgeber kostenlos entgegengenommen werden. Diese ausschliesslich auf den Gesundheitsschutz ausgerichtete Bestimmung hat sich bewährt. Ihre Abschaffung wurde nie beantragt und wäre ein Rückschritt im Vergleich zum heutigen Schutzniveau. Zur Präzisierung hat Ihre Kommission eingefügt, dass es sich um die Rückgabe von Kleinstmengen durch ""nicht gewerbliche Verwenderinnen und Verwender"" handelt und nicht um den Verkehr zwischen Industriepartnern.</p>
</pd_text>",1,
215,BE,2,Berne,2,Conseil des Etats,false,2000-06-07T11:59:04.597,,5489,4603,1051,FR,DE,S,20000607,704,2015-11-09T11:48:42.6,R,Groupe radical-libéral,12,22,Christine,Beerli Christine,Beerli,2000-06-07T11:56:55.87,"<pd_text><p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
<p><b>Art. 24-30</b></p>
<p><i>Antrag der Kommission</i></p>
<p>Zustimmung zum Entwurf des Bundesrates</p>
<p><i>Proposition de la commission</i></p>
<p>Adhérer au projet du Conseil fédéral</p>
<p>[VS]</p>
<p><b>Beerli</b> Christine (R, BE), für die Kommission: Artikel 27 beinhaltet keine Verpflichtung für die Unternehmung. Es wird lediglich der Verwaltung die Möglichkeit gegeben, die notwendigen Informationen einzuholen, um eine umfassende Dokumentation anlegen zu können. Eine solche Dokumentation ist auch als Basis für die in Artikel 30 stipulierte Auskunftsstelle für Vergiftungen notwendig. Das Schweizerische Toxikologische Informationszentrum in Zürich hat Zugang zu den Informationen der Verwaltung.</p>
<p>[VS]</p>
<p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
<p><b>Art. 31</b></p>
<p><i>Antrag der Kommission</i></p>
<p><i>Abs. 1</i></p>
<p>.... zuständig ist. Sie sorgen dafür, dass die Vollzugsbehörden dieses Gesetzes ihre Tätigkeit mit den Vollzugsbehörden des Arbeitnehmerschutzes und des Umweltschutzes koordinieren.</p>
<p><i>Abs. 2</i></p>
<p>Zustimmung zum Entwurf des Bundesrates</p>
<p>[VS]</p>
<p><b>Art. 31</b></p>
<p><i>Proposition de la commission</i></p>
<p><i>Al. 1</i></p>
<p>.... la Confédération. Ils veillent à ce que les organes d'exécution de la présente loi coordonnent leur activité avec ceux responsables de la protection des travailleurs et de la protection de l'environnement.</p>
<p><i>Al. 2</i></p>
<p>Adhérer au projet du Conseil fédéral</p>
<p>[VS]</p>
<p><b>Beerli </b>Christine (R, BE), für die Kommission: Die Kommission schlägt hier eine Ergänzung vor, indem sie stipuliert, dass die Vollzugsbehörden ihre Arbeit ""mit den Vollzugsbehörden des Arbeitnehmerschutzes und des Umweltschutzes koordinieren"".</p>
<p>[VS]</p>
<p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
<p><b>Art. 32</b></p>
<p><i>Antrag der Kommission</i></p>
<p>Zustimmung zum Entwurf des Bundesrates</p>
<p><i>Proposition de la commission</i></p>
<p>Adhérer au projet du Conseil fédéral</p>
<p>[VS]</p>
<p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
<p><b>Art. 33</b></p>
<p><i>Antrag der Kommission</i></p>
<p><i>Abs. 1</i></p>
<p>Zustimmung zum Entwurf des Bundesrates</p>
<p><i>Abs. 2</i></p>
<p>.... soweit ein Interesse an einem einheitlichen Vollzug besteht. Zu ....</p>
<p>[VS]</p>
<p><b>Art. 33</b></p>
<p><i>Proposition de la commission</i></p>
<p><i>Al. 1</i></p>
<p>Adhérer au projet du Conseil fédéral</p>
<p><i>Al. 2</i></p>
<p>.... lorsqu'une exécution uniforme est nécessaire. A cette fin ....</p>
<p>[VS]</p>
<p><b>Beerli </b>Christine (R, BE), für die Kommission: Hier hat die Kommission den Begriff ""gesamtschweizerisch"" gestrichen. Sie will damit dokumentieren, dass allenfalls auch regionale Interessen eine Koordination erforderlich machen können.</p>
</pd_text>",1,
216,AI,16,Appenzell Rh.-Int.,2,Conseil des Etats,false,2000-06-07T11:59:28.363,,5490,4603,1051,FR,,S,20000607,704,2015-11-09T11:48:42.6,C,Groupe démocrate-chrétien,195,23,Carlo,Schmid-Sutter Carlo,Schmid-Sutter,2000-06-07T11:59:04.597,"<pd_text><p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
<p><b>Art. 34-41</b></p>
<p><i>Antrag der Kommission</i></p>
<p>Zustimmung zum Entwurf des Bundesrates</p>
<p><i>Proposition de la commission</i></p>
<p>Adhérer au projet du Conseil fédéral</p>
</pd_text>",1,
217,BE,2,Berne,2,Conseil des Etats,true,2000-06-07T12:00:17.433,*,5491,4603,1051,FR,DE,S,20000607,704,2015-11-09T11:48:42.603,R,Groupe radical-libéral,12,24,Christine,Beerli Christine,Beerli,2000-06-07T11:59:28.363,"<pd_text><p>In Anwendung von Artikel 39 Absatz 2 zweiter Satz beschränkt sich die Regelungskompetenz des Bundesrates auf Anpassungen technischer Einzelheiten von untergeordneter Bedeutung. Auch wenn im Gesetz ein ordentliches Vernehmlassungsverfahren nicht vorgesehen ist, wird der Bundesrat vor einer geplanten Nachführung die interessierten Kreise doch informell anhören, um deren Expertenmeinung zur Praktikabilität und zu den Auswirkungen des geplanten Ausführungsrechtes zu erfahren. Die Kantone und die politischen Parteien sollen jedoch in solchen Fällen nicht mit einer hochtechnischen Materie belastet werden.</p>
</pd_text>",1,
218,GE,25,Genève,99,Conseil fédéral,true,2000-06-07T13:03:15.477,,5492,4603,1052,FR,FR,S,20000607,704,2015-11-09T11:48:42.607,,,430,11,Ruth,Dreifuss Ruth,Dreifuss,2000-06-07T12:58:46.97,"<pd_text><p>J'ai trois réponses concrètes à donner sur des points de détail:</p>
<p>1. Mme Berger demandait: ""Pourquoi pas un point unique pour l'ensemble du pays ou des modifications cantonales limitées?"" Tout le monde, en particulier les négociateurs, considèrent cela comme un objectif qui devrait être visé au bout d'une période de transition de je ne sais combien d'années. Il faudra parvenir à un système. TarMed doit nous aider par sa transparence, par sa mise en oeuvre, à tendre vers un système où nous n'aurons pas, pour les traitements ambulatoires, 26 petits marchés isolés avec des prix extrêmement différents.</p>
<p>L'objectif, c'est de disposer de valeurs qui se rapprochent de la moyenne nationale et d'avoir la possibilité de dire clairement ce qui peut justifier des différences cantonales. Il peut y avoir des questions d'autres frais induits. Cela est un objectif que tout le monde souhaite poursuivre. La différence entre ces rémunérations est trop grande aujourd'hui pour qu'on puisse le réaliser d'un seul coup. Voilà notre position. C'est la raison pour laquelle j'envisage - je dis ""je"" parce que le Conseil fédéral ne connaît pas encore son bonheur - d'indiquer éventuellement une bande à l'intérieur de laquelle [PAGE 309] les valeurs devraient se trouver de façon à amorcer ce mouvement vers une valeur du point identique au niveau national.</p>
<p>2. Vous avez soulevé une question à laquelle je n'aimerais pas répondre maintenant, parce qu'elle est encore très chaudement discutée, mais sur laquelle j'ai une opinion. Mais il faudra que je voie, sur la base des résultats qu'on nous a promis pour cette semaine, ce qu'il en est exactement. Je considère que la valeur du point doit être la même pour l'ambulatoire privé, la médecine de ville et l'ambulatoire hospitalier. Il est clair que le traitement purement hospitalier, lui, émarge d'autres tarifs et n'est pas touché par TarMed, celui-ci se limitant aux traitements en milieu ambulatoire. La différence entre les infrastructures des deux types de traitement ambulatoire, qui a été soulevée, est réglée par TarMed. En effet, l'amortissement des équipements en fait également partie. TarMed est fait de deux colonnes. Il y a l'acte du prestataire de services et il y a la deuxième colonne qui tient compte des investissements qu'il doit mettre en oeuvre pour réaliser telle ou telle prestation. L'idée d'un double tarif ne m'a jamais convaincue. Mais c'est une question qui est encore discutée actuellement, et je ne sais pas exactement quelle proposition sera faite sur ce point-là.</p>
<p>3. En dernier, j'aimerais revenir sur le ""Beschwerdeverfahren"", les recours au Conseil fédéral, pour dire que, quelles que soient les décisions que nous pourrions être appelés à prendre, effet suspensif ou non, il n'y aura pas de vide juridique.</p>
<p>Nous avons déjà et nous pratiquons la définition d'un tarif d'autorité pour la période jusqu'à ce que la chose soit jugée. S'il n'y a pas d'effet suspensif, un tarif sera déterminé par le Conseil fédéral en attendant le recours. Nous l'avons fait dans d'autres cas, notamment pour les sages-femmes et les physiothérapeutes, et nous sommes prêts à le faire également dans ce cas. Il n'y aura pas de vide juridique et ceux qui le craignent ne savent peut-être pas que le Conseil fédéral a l'autorité, dans ce cas, de fixer le tarif.</p>
<p>[VS]</p>
<p>[VS]</p>
<p>[VS]</p>
<p><i>Schluss der Sitzung um 13.05 Uhr</i></p>
<p><i>La séance est levée à 13 h 05</i></p>
<p>[PAGE 310] </p>
</pd_text>",1,
219,VD,22,Vaud,2,Conseil des Etats,true,2000-06-07T12:58:46.97,,5493,4603,1052,FR,FR,S,20000607,704,2015-11-09T11:48:42.607,R,Groupe radical-libéral,280,10,Christiane,Langenberger Christiane,Langenberger,2000-06-07T12:57:47.597,"<pd_text><p>Je voudrais d'abord remercier Mme la conseillère fédérale de ses réponses, et dire ici que j'aurais pu indiquer mes intérêts. Je suis vice-présidente d'une caisse et je n'ai, en aucune manière, participé à des débats concernant le TarMed. En revanche, je lis une certaine presse spécialisée. J'y ai trouvé des interrogations et, comme n'importe qui ici, je me suis permis de les refléter et de vous poser certaines questions. Cela arrive qu'on puisse s'intéresser à d'autres sujets dans d'autres domaines aussi, et il peut y avoir débat ici sur un thème d'actualité, sans forcément qu'on soit accusé d'être partisan. Je répondais aussi en cela à la prise de position de Mme Berger.</p>
</pd_text>",1,
220,AI,16,Appenzell Rh.-Int.,2,Conseil des Etats,true,2000-06-07T12:57:47.597,,5494,4603,1052,FR,DE,S,20000607,704,2015-11-09T11:48:42.607,C,Groupe démocrate-chrétien,195,9,Carlo,Schmid-Sutter Carlo,Schmid-Sutter,2000-06-07T12:56:53.21,"<pd_text><p>Ich bin gefragt worden, ob die persönlichen Interessen nicht offen gelegt werden müssten. Artikel 3quinqies GVG lautet: ""Ratsmitglieder, deren persönliche Interessen von einem Geschäft unmittelbar betroffen sind, weisen auf diese Interessenbindung hin, wenn sie sich in einer Kommission oder im Rat äussern."" Es ist meines Erachtens ein Grenzfall, ob man sich wie Herr David als Präsident einer grossen Krankenkasse oder als ehemaliger Chef einer Gesundheitsdirektion in dieser Hinsicht erklären muss, zumal diese Dinge ohnehin öffentlich bekannt sind. Ich glaube nicht, dass heute Morgen ein Regelverstoss vorgelegen hat.</p>
</pd_text>",1,
221,SG,17,St-Gall,2,Conseil des Etats,true,2000-06-07T12:56:53.21,,5495,4603,1052,FR,DE,S,20000607,704,2015-11-09T11:48:42.607,C,Groupe démocrate-chrétien,57,8,Eugen,David Eugen,David,2000-06-07T12:54:11.937,"<pd_text><p>Ich bin froh, dass ich mit Frau Dreifuss in dem Punkt sehr einig bin, dass das Instrument des TarMed ein wichtiges Instrument ist, um die Kosten in den Griff zu bekommen. Vielleicht sind wir uns auch darin einig, dass wir das möglichst schnell umsetzen sollten. Aber bezüglich des Mechanismus, wie wir das machen sollen, sind wir offenbar geteilter Meinung. </p>
<p>Ich sage: Solange der Staat die Preise letztlich über Beschwerdeverfahren bis zur Instanz Bundesrat fixiert, solange hat der Staat die Verantwortung für diese Preise. Das ist die heutige Situation im Gesundheitswesen. Wenn wir sie jetzt laufen lassen, wird über diese Tarife irgendwann einmal in ferner Zeit auf Bundesebene entschieden werden, und zwar im Bundesrat. </p>
<p>Unser Ziel müsste es jetzt sein, einen Tarifmechanismus bei der Einführung dieses TarMed zu schaffen, sodass wir das nicht in einem jahrelangen Prozess vor uns herschieben, bis diese Preise definitiv festgesetzt sind, sondern dass wir es rasch machen, und zwar so, dass die Kostenneutralität sichergestellt ist. Ich finde, dass das unsere Verantwortung ist, ob es jetzt Exekutive oder Gesetzgebung ist. </p>
<p>Ich glaube, dass der Prämienzahler, wenn er im Herbst wieder hört, dass die Prämien wesentlich stärker steigen als die Löhne, kein Verständnis für unsere Kompetenzdiskussionen, für unsere Verfahrensdiskussionen und alle diese Geschichten hat. Er erwartet von uns - vier oder fünf Jahre nach Inkrafttreten des KVG -, dass wir endlich die kostendämpfenden Massnahmen umsetzen. Er sagt, wie wir das machen wollten, sei unsere Aufgabe, nicht die Aufgabe der Prämienzahler. Wir haben die Verantwortung, hier etwas zu tun, sei das auf der Ebene des Bundesrates oder der Gesetzgebung. </p>
<p>Dass wir als Mitglieder dieser vier Parteien, die darüber streiten, wie die Taxpunktwerte sind, eine plötzliche Eingebung von oben haben und jemand verzichtet, wenn er weiss, dass wir nachher die Beschwerdeverfahren haben, können wir uns das bei dieser durch das Gesetz vorgegebenen Situation nicht erhoffen. Ich jedenfalls habe die Hoffnung auf solche Lösungen aufgegeben.</p>
</pd_text>",1,
222,NE,24,Neuchâtel,2,Conseil des Etats,true,2000-06-07T12:54:11.937,,5496,4603,1052,FR,FR,S,20000607,704,2015-11-09T11:48:42.61,R,Groupe radical-libéral,535,7,Michèle,Berger Michèle,Berger,2000-06-07T12:51:25.923,"<pd_text><p>Je suis jeune parlementaire dans cette Chambre des cantons. Il est vrai que, moi aussi, je suis quelque peu étonnée de voir que des négociateurs proches de ce TarMed puissent s'exprimer dans cette enceinte. Je suis non seulement étonnée que cela puisse se faire ici, mais également dans l'autre Chambre, où le surveillant des prix, qui peut exprimer un avis consultatif, j'en conviens, peut aussi intervenir dans les prix de la santé. Je suis étonnée de cette non-réserve, qu'une personne hautement placée dans l'administration fédérale puisse siéger dans ce Parlement et être juge et partie en même temps.</p>
<p>Personnellement, concernant le TarMed et la neutralité des coûts, je n'ai pas encore très bien compris le système. Cela veut bien dire qu'on prend à ceux qui ont pour donner à ceux qui n'ont pas? Quelles sont les mesures d'accompagnement? Comment cela se passera-t-il? Je viens de vous entendre dire que la valeur du point sera inférieure à un franc. Je ne sais pas sur quelle base vous pouvez vous fixer d'une façon aussi ferme. A mon avis, c'est une erreur. La valeur du point doit être fixée légèrement plus haut, je pense à un franc au moins, et elle doit être la même dans toute la Suisse, sans différences cantonales. Pourquoi faut-il faire jouer l'économie de marché dans le domaine de la santé? Jusqu'à un certain point, oui, car les paramètres peuvent être définis. Mais tous les paramètres ne sont pas pris en compte de la même façon dans les cantons. C'est pour cette raison qu'il y a des différences. Est-ce qu'une réflexion sur l'attribution du nombre de points par prestations a été faite? Que le TarMed s'applique en milieu ambulatoire: d'accord. Que la valeur soit la même pour l'ambulatoire privé: d'accord. Est-il normal que la valeur du TarMed soit la même en milieu ambulatoire et en milieu hospitalier? Il me semble qu'en milieu hospitalier, il y a des infrastructures différentes. Tient-on compte des cantons universitaires et des cantons non universitaires? Il y a des tas de questions qui doivent être prises en compte pour définir quels sont les paramètres, et les mêmes dans tous les cantons, pour qu'au moins une partie de base soit cantonale et que l'autre soit centralisée au niveau de la Confédération. Cela me paraîtrait beaucoup plus juste.</p>
</pd_text>",1,
